,image_id,categorical_label,path
12292,ISIC_0024632_g_copy,1,images/copy_120_90/ISIC_0024632_g_copy.jpg
844,ISIC_0028094,2,images/HAM10000_images_part_1/ISIC_0028094.jpg
5564,ISIC_0026307,5,images/HAM10000_images_part_1/ISIC_0026307.jpg
13327,ISIC_0028671_r_copy,1,images/copy_120_90/ISIC_0028671_r_copy.jpg
1840,ISIC_0033559,4,images/HAM10000_images_part_2/ISIC_0033559.jpg
1562,ISIC_0033902,4,images/HAM10000_images_part_2/ISIC_0033902.jpg
11413,ISIC_0028495_b_copy,1,images/copy_120_90/ISIC_0028495_b_copy.jpg
7560,ISIC_0032548,5,images/HAM10000_images_part_2/ISIC_0032548.jpg
5039,ISIC_0024629,5,images/HAM10000_images_part_1/ISIC_0024629.jpg
7855,ISIC_0032758,5,images/HAM10000_images_part_2/ISIC_0032758.jpg
2325,ISIC_0025321,6,images/HAM10000_images_part_1/ISIC_0025321.jpg
15309,ISIC_0025244_un_copy,6,images/copy_120_90/ISIC_0025244_un_copy.jpg
7557,ISIC_0032515,5,images/HAM10000_images_part_2/ISIC_0032515.jpg
3551,ISIC_0031288,5,images/HAM10000_images_part_2/ISIC_0031288.jpg
10726,ISIC_0031578_bl_copy,0,images/copy_120_90/ISIC_0031578_bl_copy.jpg
8848,ISIC_0031031,5,images/HAM10000_images_part_2/ISIC_0031031.jpg
14957,ISIC_0034196_bl_copy,6,images/copy_120_90/ISIC_0034196_bl_copy.jpg
6801,ISIC_0027987,5,images/HAM10000_images_part_1/ISIC_0027987.jpg
12065,ISIC_0034015_b_copy,1,images/copy_120_90/ISIC_0034015_b_copy.jpg
11996,ISIC_0033483_g_copy,1,images/copy_120_90/ISIC_0033483_g_copy.jpg
9382,ISIC_0025101,5,images/HAM10000_images_part_1/ISIC_0025101.jpg
5731,ISIC_0026931,5,images/HAM10000_images_part_1/ISIC_0026931.jpg
10733,ISIC_0030245_b_copy,0,images/copy_120_90/ISIC_0030245_b_copy.jpg
3962,ISIC_0025109,5,images/HAM10000_images_part_1/ISIC_0025109.jpg
3228,ISIC_0028482,5,images/HAM10000_images_part_1/ISIC_0028482.jpg
197,ISIC_0032883,2,images/HAM10000_images_part_2/ISIC_0032883.jpg
4879,ISIC_0027879,5,images/HAM10000_images_part_1/ISIC_0027879.jpg
8622,ISIC_0029773,5,images/HAM10000_images_part_2/ISIC_0029773.jpg
9259,ISIC_0026182,5,images/HAM10000_images_part_1/ISIC_0026182.jpg
45,ISIC_0025642,2,images/HAM10000_images_part_1/ISIC_0025642.jpg
4218,ISIC_0030037,5,images/HAM10000_images_part_2/ISIC_0030037.jpg
23,ISIC_0032128,2,images/HAM10000_images_part_2/ISIC_0032128.jpg
14702,ISIC_0033092_r_copy,6,images/copy_120_90/ISIC_0033092_r_copy.jpg
1680,ISIC_0034005,4,images/HAM10000_images_part_2/ISIC_0034005.jpg
228,ISIC_0033587,2,images/HAM10000_images_part_2/ISIC_0033587.jpg
11851,ISIC_0030114_r_copy,1,images/copy_120_90/ISIC_0030114_r_copy.jpg
12832,ISIC_0028719_g_copy,1,images/copy_120_90/ISIC_0028719_g_copy.jpg
8983,ISIC_0030922,5,images/HAM10000_images_part_2/ISIC_0030922.jpg
9305,ISIC_0024617,5,images/HAM10000_images_part_1/ISIC_0024617.jpg
8749,ISIC_0025051,5,images/HAM10000_images_part_1/ISIC_0025051.jpg
10478,ISIC_0030175_bl_copy,0,images/copy_120_90/ISIC_0030175_bl_copy.jpg
1766,ISIC_0027402,4,images/HAM10000_images_part_1/ISIC_0027402.jpg
5746,ISIC_0027818,5,images/HAM10000_images_part_1/ISIC_0027818.jpg
12588,ISIC_0027966_g_copy,1,images/copy_120_90/ISIC_0027966_g_copy.jpg
8554,ISIC_0026512,5,images/HAM10000_images_part_1/ISIC_0026512.jpg
364,ISIC_0027026,2,images/HAM10000_images_part_1/ISIC_0027026.jpg
9554,ISIC_0033043,5,images/HAM10000_images_part_2/ISIC_0033043.jpg
7860,ISIC_0034021,5,images/HAM10000_images_part_2/ISIC_0034021.jpg
8900,ISIC_0024684,5,images/HAM10000_images_part_1/ISIC_0024684.jpg
12972,ISIC_0027038_g_copy,1,images/copy_120_90/ISIC_0027038_g_copy.jpg
1647,ISIC_0032812,4,images/HAM10000_images_part_2/ISIC_0032812.jpg
6849,ISIC_0030432,5,images/HAM10000_images_part_2/ISIC_0030432.jpg
13184,ISIC_0031298_g_copy,1,images/copy_120_90/ISIC_0031298_g_copy.jpg
1666,ISIC_0034145,4,images/HAM10000_images_part_2/ISIC_0034145.jpg
13396,ISIC_0028790_median_copy,3,images/copy_120_90/ISIC_0028790_median_copy.jpg
881,ISIC_0029778,2,images/HAM10000_images_part_2/ISIC_0029778.jpg
12659,ISIC_0025826_r_copy,1,images/copy_120_90/ISIC_0025826_r_copy.jpg
5610,ISIC_0025490,5,images/HAM10000_images_part_1/ISIC_0025490.jpg
11445,ISIC_0031166_b_copy,1,images/copy_120_90/ISIC_0031166_b_copy.jpg
4386,ISIC_0029714,5,images/HAM10000_images_part_2/ISIC_0029714.jpg
4693,ISIC_0026312,5,images/HAM10000_images_part_1/ISIC_0026312.jpg
13963,ISIC_0024318_median_copy,3,images/copy_120_90/ISIC_0024318_median_copy.jpg
5600,ISIC_0027075,5,images/HAM10000_images_part_1/ISIC_0027075.jpg
2778,ISIC_0027966,1,images/HAM10000_images_part_1/ISIC_0027966.jpg
10629,ISIC_0029610_b_copy,0,images/copy_120_90/ISIC_0029610_b_copy.jpg
9000,ISIC_0024657,5,images/HAM10000_images_part_1/ISIC_0024657.jpg
11417,ISIC_0030574_b_copy,1,images/copy_120_90/ISIC_0030574_b_copy.jpg
2813,ISIC_0030690,1,images/HAM10000_images_part_2/ISIC_0030690.jpg
12750,ISIC_0028329_bl_copy,1,images/copy_120_90/ISIC_0028329_bl_copy.jpg
9288,ISIC_0031475,5,images/HAM10000_images_part_2/ISIC_0031475.jpg
3801,ISIC_0026302,5,images/HAM10000_images_part_1/ISIC_0026302.jpg
4182,ISIC_0030578,5,images/HAM10000_images_part_2/ISIC_0030578.jpg
626,ISIC_0029080,2,images/HAM10000_images_part_1/ISIC_0029080.jpg
9027,ISIC_0025776,5,images/HAM10000_images_part_1/ISIC_0025776.jpg
14336,ISIC_0029130_bl_copy,3,images/copy_120_90/ISIC_0029130_bl_copy.jpg
8240,ISIC_0027715,5,images/HAM10000_images_part_1/ISIC_0027715.jpg
6166,ISIC_0028011,5,images/HAM10000_images_part_1/ISIC_0028011.jpg
10881,ISIC_0026388_b_copy,0,images/copy_120_90/ISIC_0026388_b_copy.jpg
14029,ISIC_0034135_b_copy,3,images/copy_120_90/ISIC_0034135_b_copy.jpg
1145,ISIC_0031344,3,images/HAM10000_images_part_2/ISIC_0031344.jpg
14386,ISIC_0025771_median_copy,3,images/copy_120_90/ISIC_0025771_median_copy.jpg
3619,ISIC_0025952,5,images/HAM10000_images_part_1/ISIC_0025952.jpg
14525,ISIC_0031217_bl_copy,6,images/copy_120_90/ISIC_0031217_bl_copy.jpg
1689,ISIC_0033806,4,images/HAM10000_images_part_2/ISIC_0033806.jpg
4342,ISIC_0032049,5,images/HAM10000_images_part_2/ISIC_0032049.jpg
14471,ISIC_0029404_bl_copy,6,images/copy_120_90/ISIC_0029404_bl_copy.jpg
15140,ISIC_0032715_trans_copy,6,images/copy_120_90/ISIC_0032715_trans_copy.jpg
5113,ISIC_0025420,5,images/HAM10000_images_part_1/ISIC_0025420.jpg
6008,ISIC_0029250,5,images/HAM10000_images_part_1/ISIC_0029250.jpg
2572,ISIC_0026324,1,images/HAM10000_images_part_1/ISIC_0026324.jpg
2456,ISIC_0032057,6,images/HAM10000_images_part_2/ISIC_0032057.jpg
352,ISIC_0026728,2,images/HAM10000_images_part_1/ISIC_0026728.jpg
3996,ISIC_0026397,5,images/HAM10000_images_part_1/ISIC_0026397.jpg
10811,ISIC_0030730_r_copy,0,images/copy_120_90/ISIC_0030730_r_copy.jpg
13145,ISIC_0024443_b_copy,1,images/copy_120_90/ISIC_0024443_b_copy.jpg
10473,ISIC_0030375_b_copy,0,images/copy_120_90/ISIC_0030375_b_copy.jpg
13027,ISIC_0026995_r_copy,1,images/copy_120_90/ISIC_0026995_r_copy.jpg
10936,ISIC_0024470_g_copy,0,images/copy_120_90/ISIC_0024470_g_copy.jpg
3494,ISIC_0030204,5,images/HAM10000_images_part_2/ISIC_0030204.jpg
7861,ISIC_0034220,5,images/HAM10000_images_part_2/ISIC_0034220.jpg
5084,ISIC_0029692,5,images/HAM10000_images_part_2/ISIC_0029692.jpg
12472,ISIC_0026968_g_copy,1,images/copy_120_90/ISIC_0026968_g_copy.jpg
13163,ISIC_0030339_r_copy,1,images/copy_120_90/ISIC_0030339_r_copy.jpg
8737,ISIC_0026818,5,images/HAM10000_images_part_1/ISIC_0026818.jpg
6868,ISIC_0028367,5,images/HAM10000_images_part_1/ISIC_0028367.jpg
244,ISIC_0028792,2,images/HAM10000_images_part_1/ISIC_0028792.jpg
5458,ISIC_0030627,5,images/HAM10000_images_part_2/ISIC_0030627.jpg
9435,ISIC_0033537,5,images/HAM10000_images_part_2/ISIC_0033537.jpg
9681,ISIC_0028380,5,images/HAM10000_images_part_1/ISIC_0028380.jpg
3328,ISIC_0030936,5,images/HAM10000_images_part_2/ISIC_0030936.jpg
14562,ISIC_0028714_un_copy,6,images/copy_120_90/ISIC_0028714_un_copy.jpg
5110,ISIC_0027555,5,images/HAM10000_images_part_1/ISIC_0027555.jpg
8194,ISIC_0029572,5,images/HAM10000_images_part_2/ISIC_0029572.jpg
2057,ISIC_0027155,4,images/HAM10000_images_part_1/ISIC_0027155.jpg
12802,ISIC_0026687_bl_copy,1,images/copy_120_90/ISIC_0026687_bl_copy.jpg
4578,ISIC_0029762,5,images/HAM10000_images_part_2/ISIC_0029762.jpg
3987,ISIC_0030556,5,images/HAM10000_images_part_2/ISIC_0030556.jpg
8208,ISIC_0025381,5,images/HAM10000_images_part_1/ISIC_0025381.jpg
6470,ISIC_0030908,5,images/HAM10000_images_part_2/ISIC_0030908.jpg
15469,ISIC_0027888_b_copy,6,images/copy_120_90/ISIC_0027888_b_copy.jpg
10318,ISIC_0026729_bl_copy,0,images/copy_120_90/ISIC_0026729_bl_copy.jpg
10654,ISIC_0029210_bl_copy,0,images/copy_120_90/ISIC_0029210_bl_copy.jpg
3202,ISIC_0030287,5,images/HAM10000_images_part_2/ISIC_0030287.jpg
11711,ISIC_0025600_r_copy,1,images/copy_120_90/ISIC_0025600_r_copy.jpg
2767,ISIC_0026798,1,images/HAM10000_images_part_1/ISIC_0026798.jpg
6391,ISIC_0032477,5,images/HAM10000_images_part_2/ISIC_0032477.jpg
84,ISIC_0030768,2,images/HAM10000_images_part_2/ISIC_0030768.jpg
5163,ISIC_0029186,5,images/HAM10000_images_part_1/ISIC_0029186.jpg
9150,ISIC_0026124,5,images/HAM10000_images_part_1/ISIC_0026124.jpg
5934,ISIC_0025916,5,images/HAM10000_images_part_1/ISIC_0025916.jpg
5116,ISIC_0028753,5,images/HAM10000_images_part_1/ISIC_0028753.jpg
3061,ISIC_0031845,5,images/HAM10000_images_part_2/ISIC_0031845.jpg
6610,ISIC_0026334,5,images/HAM10000_images_part_1/ISIC_0026334.jpg
7850,ISIC_0033673,5,images/HAM10000_images_part_2/ISIC_0033673.jpg
13535,ISIC_0032941_bl_copy,3,images/copy_120_90/ISIC_0032941_bl_copy.jpg
329,ISIC_0032168,2,images/HAM10000_images_part_2/ISIC_0032168.jpg
9514,ISIC_0032793,5,images/HAM10000_images_part_2/ISIC_0032793.jpg
9750,ISIC_0027678,0,images/HAM10000_images_part_1/ISIC_0027678.jpg
4485,ISIC_0031954,5,images/HAM10000_images_part_2/ISIC_0031954.jpg
3547,ISIC_0026079,5,images/HAM10000_images_part_1/ISIC_0026079.jpg
10998,ISIC_0024925_bl_copy,0,images/copy_120_90/ISIC_0024925_bl_copy.jpg
5815,ISIC_0024487,5,images/HAM10000_images_part_1/ISIC_0024487.jpg
4507,ISIC_0028387,5,images/HAM10000_images_part_1/ISIC_0028387.jpg
6116,ISIC_0025021,5,images/HAM10000_images_part_1/ISIC_0025021.jpg
11236,ISIC_0033811_g_copy,0,images/copy_120_90/ISIC_0033811_g_copy.jpg
3445,ISIC_0032426,5,images/HAM10000_images_part_2/ISIC_0032426.jpg
8271,ISIC_0028101,5,images/HAM10000_images_part_1/ISIC_0028101.jpg
2877,ISIC_0027525,1,images/HAM10000_images_part_1/ISIC_0027525.jpg
6242,ISIC_0027464,5,images/HAM10000_images_part_1/ISIC_0027464.jpg
10681,ISIC_0030387_b_copy,0,images/copy_120_90/ISIC_0030387_b_copy.jpg
1423,ISIC_0029513,4,images/HAM10000_images_part_2/ISIC_0029513.jpg
8245,ISIC_0029746,5,images/HAM10000_images_part_2/ISIC_0029746.jpg
12223,ISIC_0028059_r_copy,1,images/copy_120_90/ISIC_0028059_r_copy.jpg
7126,ISIC_0033251,5,images/HAM10000_images_part_2/ISIC_0033251.jpg
10732,ISIC_0030245_g_copy,0,images/copy_120_90/ISIC_0030245_g_copy.jpg
6907,ISIC_0031281,5,images/HAM10000_images_part_2/ISIC_0031281.jpg
4266,ISIC_0027393,5,images/HAM10000_images_part_1/ISIC_0027393.jpg
10353,ISIC_0031609_b_copy,0,images/copy_120_90/ISIC_0031609_b_copy.jpg
1182,ISIC_0027745,3,images/HAM10000_images_part_1/ISIC_0027745.jpg
4539,ISIC_0029408,5,images/HAM10000_images_part_2/ISIC_0029408.jpg
8395,ISIC_0028518,5,images/HAM10000_images_part_1/ISIC_0028518.jpg
7005,ISIC_0026215,5,images/HAM10000_images_part_1/ISIC_0026215.jpg
2135,ISIC_0030047,4,images/HAM10000_images_part_2/ISIC_0030047.jpg
6030,ISIC_0030218,5,images/HAM10000_images_part_2/ISIC_0030218.jpg
4175,ISIC_0030248,5,images/HAM10000_images_part_2/ISIC_0030248.jpg
7713,ISIC_0033249,5,images/HAM10000_images_part_2/ISIC_0033249.jpg
9407,ISIC_0032939,5,images/HAM10000_images_part_2/ISIC_0032939.jpg
9437,ISIC_0032682,5,images/HAM10000_images_part_2/ISIC_0032682.jpg
2304,ISIC_0030929,4,images/HAM10000_images_part_2/ISIC_0030929.jpg
2804,ISIC_0031526,1,images/HAM10000_images_part_2/ISIC_0031526.jpg
11289,ISIC_0028393_b_copy,0,images/copy_120_90/ISIC_0028393_b_copy.jpg
15455,ISIC_0026490_trans_copy,6,images/copy_120_90/ISIC_0026490_trans_copy.jpg
3789,ISIC_0026128,5,images/HAM10000_images_part_1/ISIC_0026128.jpg
11420,ISIC_0031585_g_copy,1,images/copy_120_90/ISIC_0031585_g_copy.jpg
11764,ISIC_0026324_g_copy,1,images/copy_120_90/ISIC_0026324_g_copy.jpg
13242,ISIC_0032222_bl_copy,1,images/copy_120_90/ISIC_0032222_bl_copy.jpg
14445,ISIC_0031901_un_copy,6,images/copy_120_90/ISIC_0031901_un_copy.jpg
8319,ISIC_0027423,5,images/HAM10000_images_part_1/ISIC_0027423.jpg
7331,ISIC_0033009,5,images/HAM10000_images_part_2/ISIC_0033009.jpg
2477,ISIC_0028238,1,images/HAM10000_images_part_1/ISIC_0028238.jpg
12583,ISIC_0026845_r_copy,1,images/copy_120_90/ISIC_0026845_r_copy.jpg
10481,ISIC_0024575_b_copy,0,images/copy_120_90/ISIC_0024575_b_copy.jpg
166,ISIC_0033770,2,images/HAM10000_images_part_2/ISIC_0033770.jpg
857,ISIC_0026590,2,images/HAM10000_images_part_1/ISIC_0026590.jpg
11277,ISIC_0032947_b_copy,0,images/copy_120_90/ISIC_0032947_b_copy.jpg
5477,ISIC_0027918,5,images/HAM10000_images_part_1/ISIC_0027918.jpg
11767,ISIC_0025700_r_copy,1,images/copy_120_90/ISIC_0025700_r_copy.jpg
6637,ISIC_0024717,5,images/HAM10000_images_part_1/ISIC_0024717.jpg
1692,ISIC_0033304,4,images/HAM10000_images_part_2/ISIC_0033304.jpg
12336,ISIC_0026442_g_copy,1,images/copy_120_90/ISIC_0026442_g_copy.jpg
2934,ISIC_0031697,1,images/HAM10000_images_part_2/ISIC_0031697.jpg
13953,ISIC_0030015_max_copy,3,images/copy_120_90/ISIC_0030015_max_copy.jpg
14729,ISIC_0033450_r_copy,6,images/copy_120_90/ISIC_0033450_r_copy.jpg
14889,ISIC_0033591_max_copy,6,images/copy_120_90/ISIC_0033591_max_copy.jpg
14915,ISIC_0033123_trans_copy,6,images/copy_120_90/ISIC_0033123_trans_copy.jpg
5444,ISIC_0027396,5,images/HAM10000_images_part_1/ISIC_0027396.jpg
10577,ISIC_0024418_b_copy,0,images/copy_120_90/ISIC_0024418_b_copy.jpg
3599,ISIC_0024901,5,images/HAM10000_images_part_1/ISIC_0024901.jpg
4360,ISIC_0026683,5,images/HAM10000_images_part_1/ISIC_0026683.jpg
5645,ISIC_0024914,5,images/HAM10000_images_part_1/ISIC_0024914.jpg
996,ISIC_0032249,2,images/HAM10000_images_part_2/ISIC_0032249.jpg
15572,ISIC_0031276_trans_copy,6,images/copy_120_90/ISIC_0031276_trans_copy.jpg
2198,ISIC_0029574,4,images/HAM10000_images_part_2/ISIC_0029574.jpg
8209,ISIC_0029027,5,images/HAM10000_images_part_1/ISIC_0029027.jpg
9725,ISIC_0024843,0,images/HAM10000_images_part_1/ISIC_0024843.jpg
13746,ISIC_0030427_max_copy,3,images/copy_120_90/ISIC_0030427_max_copy.jpg
14227,ISIC_0025980_b_copy,3,images/copy_120_90/ISIC_0025980_b_copy.jpg
4684,ISIC_0025107,5,images/HAM10000_images_part_1/ISIC_0025107.jpg
5599,ISIC_0030708,5,images/HAM10000_images_part_2/ISIC_0030708.jpg
7030,ISIC_0026237,5,images/HAM10000_images_part_1/ISIC_0026237.jpg
12733,ISIC_0027473_b_copy,1,images/copy_120_90/ISIC_0027473_b_copy.jpg
14877,ISIC_0032538_un_copy,6,images/copy_120_90/ISIC_0032538_un_copy.jpg
7309,ISIC_0032784,5,images/HAM10000_images_part_2/ISIC_0032784.jpg
13265,ISIC_0031614_b_copy,1,images/copy_120_90/ISIC_0031614_b_copy.jpg
8370,ISIC_0024520,5,images/HAM10000_images_part_1/ISIC_0024520.jpg
1306,ISIC_0032098,4,images/HAM10000_images_part_2/ISIC_0032098.jpg
1729,ISIC_0034052,4,images/HAM10000_images_part_2/ISIC_0034052.jpg
11439,ISIC_0031527_r_copy,1,images/copy_120_90/ISIC_0031527_r_copy.jpg
279,ISIC_0025136,2,images/HAM10000_images_part_1/ISIC_0025136.jpg
14895,ISIC_0031648_un_copy,6,images/copy_120_90/ISIC_0031648_un_copy.jpg
14032,ISIC_0034135_rot_copy,3,images/copy_120_90/ISIC_0034135_rot_copy.jpg
10787,ISIC_0026709_r_copy,0,images/copy_120_90/ISIC_0026709_r_copy.jpg
13410,ISIC_0031309_un_copy,3,images/copy_120_90/ISIC_0031309_un_copy.jpg
3050,ISIC_0030102,5,images/HAM10000_images_part_2/ISIC_0030102.jpg
1467,ISIC_0027776,4,images/HAM10000_images_part_1/ISIC_0027776.jpg
6556,ISIC_0029511,5,images/HAM10000_images_part_2/ISIC_0029511.jpg
1262,ISIC_0027043,4,images/HAM10000_images_part_1/ISIC_0027043.jpg
2485,ISIC_0030574,1,images/HAM10000_images_part_2/ISIC_0030574.jpg
3490,ISIC_0028933,5,images/HAM10000_images_part_1/ISIC_0028933.jpg
15115,ISIC_0029608_median_copy,6,images/copy_120_90/ISIC_0029608_median_copy.jpg
13201,ISIC_0028122_b_copy,1,images/copy_120_90/ISIC_0028122_b_copy.jpg
14035,ISIC_0034135_median_copy,3,images/copy_120_90/ISIC_0034135_median_copy.jpg
10395,ISIC_0029860_r_copy,0,images/copy_120_90/ISIC_0029860_r_copy.jpg
4828,ISIC_0028942,5,images/HAM10000_images_part_1/ISIC_0028942.jpg
13381,ISIC_0027008_b_copy,3,images/copy_120_90/ISIC_0027008_b_copy.jpg
10401,ISIC_0027650_b_copy,0,images/copy_120_90/ISIC_0027650_b_copy.jpg
9191,ISIC_0029560,5,images/HAM10000_images_part_2/ISIC_0029560.jpg
4857,ISIC_0032298,5,images/HAM10000_images_part_2/ISIC_0032298.jpg
8274,ISIC_0031447,5,images/HAM10000_images_part_2/ISIC_0031447.jpg
14083,ISIC_0033695_b_copy,3,images/copy_120_90/ISIC_0033695_b_copy.jpg
11891,ISIC_0032894_r_copy,1,images/copy_120_90/ISIC_0032894_r_copy.jpg
677,ISIC_0029040,2,images/HAM10000_images_part_1/ISIC_0029040.jpg
12165,ISIC_0031569_b_copy,1,images/copy_120_90/ISIC_0031569_b_copy.jpg
6228,ISIC_0030886,5,images/HAM10000_images_part_2/ISIC_0030886.jpg
10812,ISIC_0030730_g_copy,0,images/copy_120_90/ISIC_0030730_g_copy.jpg
12103,ISIC_0034155_r_copy,1,images/copy_120_90/ISIC_0034155_r_copy.jpg
11589,ISIC_0027545_b_copy,1,images/copy_120_90/ISIC_0027545_b_copy.jpg
15164,ISIC_0032839_bl_copy,6,images/copy_120_90/ISIC_0032839_bl_copy.jpg
11793,ISIC_0029779_b_copy,1,images/copy_120_90/ISIC_0029779_b_copy.jpg
14752,ISIC_0033158_rot_copy,6,images/copy_120_90/ISIC_0033158_rot_copy.jpg
2961,ISIC_0024931,1,images/HAM10000_images_part_1/ISIC_0024931.jpg
221,ISIC_0033744,2,images/HAM10000_images_part_2/ISIC_0033744.jpg
12197,ISIC_0032146_b_copy,1,images/copy_120_90/ISIC_0032146_b_copy.jpg
11768,ISIC_0025700_g_copy,1,images/copy_120_90/ISIC_0025700_g_copy.jpg
7776,ISIC_0033530,5,images/HAM10000_images_part_2/ISIC_0033530.jpg
8174,ISIC_0030717,5,images/HAM10000_images_part_2/ISIC_0030717.jpg
8918,ISIC_0026111,5,images/HAM10000_images_part_1/ISIC_0026111.jpg
3274,ISIC_0031701,5,images/HAM10000_images_part_2/ISIC_0031701.jpg
4270,ISIC_0027542,5,images/HAM10000_images_part_1/ISIC_0027542.jpg
14493,ISIC_0026092_max_copy,6,images/copy_120_90/ISIC_0026092_max_copy.jpg
13439,ISIC_0027613_trans_copy,3,images/copy_120_90/ISIC_0027613_trans_copy.jpg
2378,ISIC_0034214,6,images/HAM10000_images_part_2/ISIC_0034214.jpg
13904,ISIC_0026313_bl_copy,3,images/copy_120_90/ISIC_0026313_bl_copy.jpg
11966,ISIC_0033218_bl_copy,1,images/copy_120_90/ISIC_0033218_bl_copy.jpg
1540,ISIC_0033947,4,images/HAM10000_images_part_2/ISIC_0033947.jpg
3074,ISIC_0031371,5,images/HAM10000_images_part_2/ISIC_0031371.jpg
6278,ISIC_0027866,5,images/HAM10000_images_part_1/ISIC_0027866.jpg
997,ISIC_0024337,2,images/HAM10000_images_part_1/ISIC_0024337.jpg
6106,ISIC_0026990,5,images/HAM10000_images_part_1/ISIC_0026990.jpg
7477,ISIC_0033906,5,images/HAM10000_images_part_2/ISIC_0033906.jpg
13778,ISIC_0030757_bl_copy,3,images/copy_120_90/ISIC_0030757_bl_copy.jpg
13118,ISIC_0025818_bl_copy,1,images/copy_120_90/ISIC_0025818_bl_copy.jpg
1696,ISIC_0034089,4,images/HAM10000_images_part_2/ISIC_0034089.jpg
12873,ISIC_0028877_b_copy,1,images/copy_120_90/ISIC_0028877_b_copy.jpg
13025,ISIC_0030868_b_copy,1,images/copy_120_90/ISIC_0030868_b_copy.jpg
11287,ISIC_0028393_r_copy,0,images/copy_120_90/ISIC_0028393_r_copy.jpg
1834,ISIC_0032592,4,images/HAM10000_images_part_2/ISIC_0032592.jpg
4104,ISIC_0032339,5,images/HAM10000_images_part_2/ISIC_0032339.jpg
72,ISIC_0031584,2,images/HAM10000_images_part_2/ISIC_0031584.jpg
2026,ISIC_0029056,4,images/HAM10000_images_part_1/ISIC_0029056.jpg
5492,ISIC_0029444,5,images/HAM10000_images_part_2/ISIC_0029444.jpg
505,ISIC_0030822,2,images/HAM10000_images_part_2/ISIC_0030822.jpg
9848,ISIC_0026549,0,images/HAM10000_images_part_1/ISIC_0026549.jpg
1293,ISIC_0025081,4,images/HAM10000_images_part_1/ISIC_0025081.jpg
2075,ISIC_0028418,4,images/HAM10000_images_part_1/ISIC_0028418.jpg
14835,ISIC_0032614_max_copy,6,images/copy_120_90/ISIC_0032614_max_copy.jpg
9065,ISIC_0028849,5,images/HAM10000_images_part_1/ISIC_0028849.jpg
4510,ISIC_0028207,5,images/HAM10000_images_part_1/ISIC_0028207.jpg
14113,ISIC_0027488_rot_copy,3,images/copy_120_90/ISIC_0027488_rot_copy.jpg
